CODIGO_ENTIDAD|NOMBRE|PERIODO_LICENCIAMIENTO|DEPARTAMENTO_LOCAL|DENOMINACION_PROGRAMA|TIPO_GESTION|ESTADO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL
32|UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN|6|TACNA|MAESTRÍA EN CIENCIAS CON MENCIÓN EN GESTIÓN AMBIENTAL Y DESARROLLO SOSTENIBLE|PÚBLICO|LICENCIA OTORGADA|S|UNJBG-TACNA|TACNA|TACNA|SL02|TACNA|TACNA|-17.9906868|-70.2425425|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|MEDICINA ONCOLÓGICA|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
10|UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ|6|JUNÍN|COMPLEMENTACIÓN ACADÉMICA Y LICENCIATURA|PÚBLICO|LICENCIA OTORGADA|S|UNCP-JUNÍN|JUNÍN|HUANCAYO|SL01|HUANCAYO|EL TAMBO|-12.0330464|-75.237332|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|JUNÍN|INGENIERÍA INDUSTRIAL|PRIVADO|LICENCIA OTORGADA|F07|UTP-JUNÍN|JUNÍN|HUANCAYO|F07L01|HUANCAYO|EL TAMBO|-12.0497638|-75.210135|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
16|UNIVERSIDAD NACIONAL DE CAJAMARCA|6|CAJAMARCA|ENFERMERÍA EN GERIATRÍA|PÚBLICO|LICENCIA OTORGADA|S01|UNC-CAJAMARCA|CAJAMARCA|CAJAMARCA|S01L01|CAJAMARCA|CAJAMARCA|-7.167159|-78.4965043|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|92|BIENESTAR|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
4|UNIVERSIDAD NACIONAL DE TRUJILLO|8|LA LIBERTAD|SEGUNDA ESPECIALIDAD: EVALUACIÓN DE IMPACTO AMBIENTAL|PÚBLICO|LICENCIA OTORGADA|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|DERECHO Y CIENCIAS POLÍTICAS|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL06|MAYNAS|IQUITOS|-3.749609062|-73.24723057|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
68|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|6|LIMA|MAESTRÍA EN GESTIÓN INTEGRADA DEL MEDIO AMBIENTE, CALIDAD Y PREVENCIÓN|PRIVADO|LICENCIA OTORGADA|S|UCS-LIMA|LIMA|LIMA|SL03|LIMA|MIRAFLORES|-12.1211435|-77.0256582|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
79|UNIVERSIDAD ESAN|6|LIMA|INGENIERÍA DE TECNOLOGÍAS DE INFORMACIÓN Y SISTEMAS|PRIVADO|LICENCIA OTORGADA|S|UE-LIMA|LIMA|LIMA|SL01|LIMA|SANTIAGO DE SURCO|-12.1048857|-76.9616022|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
69|UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO|6|LAMBAYEQUE|SEGUNDA ESPECIALIDAD EN ODONTOLOGÍA RESTAURADORA Y ESTÉTICA|PRIVADO|LICENCIA OTORGADA|S|UCSTM-LAMBAYEQUE|LAMBAYEQUE|CHICLAYO|SL01|CHICLAYO|CHICLAYO|-6.760456|-79.863203|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
15|UNIVERSIDAD CATÓLICA DE SANTA MARÍA|6|AREQUIPA|DERECHO PROCESAL PENAL|PRIVADO|LICENCIA OTORGADA|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
13|UNIVERSIDAD NACIONAL DE PIURA|6|PIURA|MAESTRÍA EN INGENIERÍA AMBIENTAL Y SEGURIDAD INDUSTRIAL|PÚBLICO|LICENCIA OTORGADA|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|INGENIERÍA MARÍTIMA CON MENCIÓN PUENTE|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0648091|-77.0363951|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|ANTROPOLOGÍA SOCIAL|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL05|MAYNAS|IQUITOS|-3.748960312|-73.24914137|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|22|HUMANIDADES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|MEDICINA FÍSICA Y DE REHABILITACIÓN|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
3|UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO|8|MADRE DE DIOS|MAESTRÍA EN ADMINISTRACIÓN|PÚBLICO|LICENCIA OTORGADA|F07|UNSAAC-MADRE DE DIOS|MADRE DE DIOS|TAMBOPATA|F07L01|TAMBOPATA|TAMBOPATA|-12.5825295|-69.1932762|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
23|UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO|6|HUÁNUCO|PSICOLOGÍA|PÚBLICO|LICENCIA OTORGADA|S|UNHV-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL01|HUÁNUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
15|UNIVERSIDAD CATÓLICA DE SANTA MARÍA|6|AREQUIPA|NEUROCIRUGÍA|PRIVADO|LICENCIA OTORGADA|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
064A|UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA S.A.C.|6|LIMA|SEGUNDA ESPECIALIZACIÓN EN PEDIATRÍA|PRIVADO|LICENCIA OTORGADA|S|UPSJB-LIMA|LIMA|LIMA|SL01|LIMA|CHORRILLOS|-12.196162|-77.006245|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
69|UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO|6|LAMBAYEQUE|INGENIERÍA NAVAL|PRIVADO|LICENCIA OTORGADA|S|UCSTM-LAMBAYEQUE|LAMBAYEQUE|CHICLAYO|SL01|CHICLAYO|CHICLAYO|-6.760456|-79.863203|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA INTENSIVA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
68|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|6|LIMA|MEDICINA VETERINARIA Y ZOOTECNIA|PRIVADO|LICENCIA OTORGADA|S|UCS-LIMA|LIMA|LIMA|SL02|LIMA|VILLA EL SALVADOR|-12.2215281|-76.9766998|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|84|VETERINARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
39|UNIVERSIDAD ANDINA DEL CUSCO|6|CUSCO|CONTABILIDAD|PRIVADO|LICENCIA OTORGADA|F02|UAC-CUSCO|CUSCO|LA CONVENCIÓN|F02L01|LA CONVENCIÓN|SANTA ANA|-12.8693479|-72.6994012|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|DOCTORADO EN SEGURIDAD Y MEDIO AMBIENTE|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
68|UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.|6|LIMA|SEGUNDA ESPECIALIDAD EN MEDICINA FAMILIAR Y COMUNITARIA|PRIVADO|LICENCIA OTORGADA|S|UCS-LIMA|LIMA|LIMA|SL04|LIMA|MIRAFLORES|-12.1194134|-77.0261271|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
19|UNIVERSIDAD DE SAN MARTÍN DE PORRES|6|LAMBAYEQUE|PSICOLOGÍA|PRIVADO|LICENCIA OTORGADA|F01|USMP-LAMBAYEQUE|LAMBAYEQUE|CHICLAYO|F01L01|CHICLAYO|PIMENTEL|-6.7791757|-79.8640325|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
6|UNIVERSIDAD NACIONAL DE INGENIERÍA|10|LIMA|INGENIERÍA QUÍMICA|PÚBLICO|LICENCIA OTORGADA|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|RÍMAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|INGENIERÍA AUTOMOTRIZ|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL08|LIMA|VILLA EL SALVADOR|-12.19336067|-76.97194361|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|INGENIERÍA AUTOMOTRIZ|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL11|LIMA|ATE|-12.01563471|-76.88472887|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|MAESTRÍA EN PROPIEDAD INTELECTUAL CON MENCIÓN EN DERECHO FARMACÉUTICO|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|ÁNCASH|INGENIERÍA CIVIL|PRIVADO|LICENCIA OTORGADA|F04|UPCV-ÁNCASH|ÁNCASH|SANTA|F04L01|SANTA|NUEVO CHIMBOTE|-9.1273857|-78.5112518|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
12|UNIVERSIDAD NACIONAL DEL ALTIPLANO|6|PUNO|DERECHO|PÚBLICO|LICENCIA OTORGADA|S|UNA-PUNO|PUNO|PUNO|SL04|PUNO|PUNO|-15.8401582|-70.0291125|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN RADIOLOGÍA BUCAL Y MAXILOFACIAL|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
29|UNIVERSIDAD DE PIURA|8|PIURA|MAESTRÍA EN INGENIERÍA MECÁNICO-ELÉCTRICA CON MENCIÓN EN SISTEMAS ENERGÉTICOS Y MANTENIMIENTO|PRIVADO|LICENCIA OTORGADA|S|UDEP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|-5.1766923|-80.6346434|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
19|UNIVERSIDAD DE SAN MARTÍN DE PORRES|6|LIMA|MARKETING TURÍSTICO Y HOTELERO (VIRTUAL: SEMIPRESENCIAL)|PRIVADO|LICENCIA OTORGADA|S|USMP-LIMA|LIMA|LIMA|SL06|LIMA|SURQUILLO|-12.1052364|-77.0177466|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
12|UNIVERSIDAD NACIONAL DEL ALTIPLANO|6|PUNO|MAESTRÍA EN CIENCIAS DE LA INGENIERÍA MECÁNICA ELÉCTRICA MENCIÓN EN GESTIÓN DE OPERACIÓN Y MANTENIMIENTO DE SISTEMAS ELÉCTRICOS|PÚBLICO|LICENCIA OTORGADA|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
69|UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO|6|LAMBAYEQUE|SEGUNDA ESPECIALIDAD EN EDUCACIÓN: DIDÁCTICA DE LA MATEMÁTICA Y COMUNICACIÓN|PRIVADO|LICENCIA OTORGADA|S|UCSTM-LAMBAYEQUE|LAMBAYEQUE|CHICLAYO|SL01|CHICLAYO|CHICLAYO|-6.760456|-79.863203|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|ORTOPEDIA Y TRAUMATOLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
32|UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN|6|TACNA|MAESTRÍA EN CIENCIAS CON MENCIÓN EN ENFERMERÍA EN SALUD DEL ADULTO Y DEL ANCIANO|PÚBLICO|LICENCIA OTORGADA|S|UNJBG-TACNA|TACNA|TACNA|SL02|TACNA|TACNA|-17.9906868|-70.2425425|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|92|BIENESTAR|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|INGENIERÍA DE SOFTWARE|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL06|LIMA|LOS OLIVOS|-11.95300714|-77.07018351|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
30|UNIVERSIDAD RICARDO PALMA|6|LIMA|ESPECIALIDAD: NEFROLOGÍA|PRIVADO|LICENCIA OTORGADA|S01|URP-LIMA|LIMA|LIMA|S01L01|LIMA|SANTIAGO DE SURCO|-12.1318458|-76.9796463|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
8|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|10|LIMA|MATEMÁTICAS APLICADAS CON MENCIÓN EN APLICACIONES A LA ECONOMÍA|PRIVADO|LICENCIA OTORGADA|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|CONTABILIDAD|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL15|LIMA|SAN JUAN DE LURIGANCHO|-11.9853984|-77.0042599|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
32|UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN|6|TACNA|MAESTRÍA EN GESTIÓN EMPRESARIAL|PÚBLICO|LICENCIA OTORGADA|S|UNJBG-TACNA|TACNA|TACNA|SL02|TACNA|TACNA|-17.9906868|-70.2425425|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|RADIOLOGÍA BUCAL Y MAXILOFACIAL|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
29|UNIVERSIDAD DE PIURA|8|LIMA|MAESTRÍA EN DIRECCIÓN DE OPERACIONES|PRIVADO|LICENCIA OTORGADA|F01|UDEP-LIMA|LIMA|LIMA|F01L01|LIMA|MIRAFLORES|-12.1199404|-77.030347|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN UCI NEONATOLOGÍA|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL08|MAYNAS|IQUITOS|-3.7527575|-73.2699785|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|LIMA|ECONOMÍA|PRIVADO|LICENCIA OTORGADA|F02|UPN-LIMA|LIMA|LIMA|F02L04|LIMA|SAN JUAN DE LURIGANCHO|-11.9841504|-77.0024242|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|LIMA|MAESTRÍA EN EDUCACIÓN|PRIVADO|LICENCIA OTORGADA|F05|UPCV-LIMA|LIMA|LIMA|F05L03|LIMA|ATE|-12.0228788|-76.9105401|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|CAJAMARCA|ADMINISTRACIÓN Y GESTIÓN COMERCIAL|PRIVADO|LICENCIA OTORGADA|F01|UPN-CAJAMARCA|CAJAMARCA|CAJAMARCA|F01L01|CAJAMARCA|CAJAMARCA|-7.150645|-78.506058|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
54|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|6|LIMA|CONTABILIDAD|PRIVADO|LICENCIA OTORGADA|S|UPC-LIMA|LIMA|LIMA|SL05|LIMA|SAN ISIDRO|-12.0868407|-77.0499283|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|MAESTRÍA EN CIENCIAS EN INVESTIGACIÓN EPIDEMIOLÓGICA|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
067A|UNIVERSIDAD CONTINENTAL S.A.C.|6|AREQUIPA|INGENIERÍA AMBIENTAL|PRIVADO|LICENCIA OTORGADA|F01|UCONTINENTAL-AREQUIPA|AREQUIPA|AREQUIPA|F01L01|AREQUIPA|JOSÉ LUIS BUSTAMANTE Y RIVERO|-16.4341104|-71.5219477|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
46|UNIVERSIDAD PRIVADA ANTENOR ORREGO|6|LA LIBERTAD|UROLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
46|UNIVERSIDAD PRIVADA ANTENOR ORREGO|6|LA LIBERTAD|GINECOLOGÍA Y OBSTETRICIA|PRIVADO|LICENCIA OTORGADA|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
18|UNIVERSIDAD DE LIMA|6|LIMA|CARRERA DE DERECHO|PRIVADO|LICENCIA OTORGADA|S|UL-LIMA|LIMA|LIMA|SL01|LIMA|SANTIAGO DE SURCO|-12.0847243|-76.9710095|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERÍA EN CUIDADOS INTENSIVOS|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL03|LIMA|SAN ISIDRO|-12.091066|-77.052041|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|SUB ESPECIALIDAD DE CIRUGÍA DE MANO|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
